Subject,Email_Content,Label
Meeting reminder for tomorrow,Your appointment has been confirmed for [date and time]. Please let us know if you have any questions.,0
Weekly newsletter update,Your subscription is about to expire. Renew now to continue enjoying our services: [legitimate-link.com].,0
Invoice attached for your review,Here is this week's newsletter with the latest updates and offers. Check it out: [legitimate-link.com].,0
Feedback request from our team,Here is this week's newsletter with the latest updates and offers. Check it out: [legitimate-link.com].,0
Delivery update for your order,We would love to hear your feedback on our recent service. Please complete this short survey: [legitimate-link.com].,0
Invoice attached for your review,"Please find your invoice attached for the last month's transaction. If you have questions, contact us at billing@example.com.",0
Delivery update for your order,Your appointment has been confirmed for [date and time]. Please let us know if you have any questions.,0
Invoice attached for your review,Here is this week's newsletter with the latest updates and offers. Check it out: [legitimate-link.com].,0
Verify your login information,"We received a request to reset your password. If you made this request, click here: [phishing-link.com].",1
Claim your refund now,Your account will be locked within 24 hours. Click the secure link below to verify your identity: [phishing-link.com].,1
Verify your login information,Exclusive offer! Click here to grab this deal before it expires: [phishing-link.com].,1
Meeting reminder for tomorrow,This is a reminder for the meeting scheduled for tomorrow at 10 AM. Please see the agenda here: [legitimate-link.com].,0
Account verification needed,Unusual activity detected in your account. Review your recent transactions: [phishing-link.com].,1
Your recent purchase receipt,Your order has been shipped. Track your package here: [legitimate-link.com].,0
Thank you for your order,"Thank you for shopping with us! Attached is the receipt for your recent purchase. If you have questions, reply to this email.",0
Verify your login information,Unusual activity detected in your account. Review your recent transactions: [phishing-link.com].,1
Your package is delayed,We need you to verify your account details for continued service: [phishing-link.com].,1
Feedback request from our team,Here is this week's newsletter with the latest updates and offers. Check it out: [legitimate-link.com].,0
Account verification needed,"Dear Customer, We have noticed suspicious activity on your account. Please log in to verify your information: [phishing-link.com].",1
Account verification needed,Your account will be locked within 24 hours. Click the secure link below to verify your identity: [phishing-link.com].,1
Your recent purchase receipt,Your appointment has been confirmed for [date and time]. Please let us know if you have any questions.,0
Invoice attached for your review,Your order has been shipped. Track your package here: [legitimate-link.com].,0
Invoice attached for your review,Your appointment has been confirmed for [date and time]. Please let us know if you have any questions.,0
Claim your refund now,You are eligible for a tax refund. Claim your refund now: [phishing-link.com].,1
Verify your login information,You are eligible for a tax refund. Claim your refund now: [phishing-link.com].,1
Weekly newsletter update,Here is this week's newsletter with the latest updates and offers. Check it out: [legitimate-link.com].,0
System maintenance notification,"Please find your invoice attached for the last month's transaction. If you have questions, contact us at billing@example.com.",0
Important security alert,"Dear Customer, We have noticed suspicious activity on your account. Please log in to verify your information: [phishing-link.com].",1
Thank you for your order,"Thank you for your order. If you have any questions, feel free to contact us.",0
Your recent purchase receipt,"Thank you for shopping with us! Attached is the receipt for your recent purchase. If you have questions, reply to this email.",0
Delivery update for your order,Here is this week's newsletter with the latest updates and offers. Check it out: [legitimate-link.com].,0
